,age,age_bin,job,marital,education,points,y
14314,28,"(17.999, 30.0]",management,single,secondary,5,no
14315,48,"(47.0, 54.0]",blue-collar,married,secondary,5,no
14316,33,"(30.0, 33.0]",technician,single,secondary,5,no
14317,32,"(30.0, 33.0]",management,married,tertiary,7,no
14318,46,"(41.0, 47.0]",management,married,tertiary,3,no
14319,43,"(41.0, 47.0]",management,married,tertiary,4,yes
14320,32,"(30.0, 33.0]",management,married,tertiary,5,no
14321,46,"(41.0, 47.0]",blue-collar,married,secondary,6,no
14322,49,"(47.0, 54.0]",entrepreneur,married,secondary,7,no
14323,27,"(17.999, 30.0]",housemaid,married,primary,3,no
14324,33,"(30.0, 33.0]",entrepreneur,single,tertiary,4,no
14325,34,"(33.0, 37.0]",management,single,tertiary,6,no
14326,35,"(33.0, 37.0]",technician,married,secondary,6,no
14327,45,"(41.0, 47.0]",blue-collar,single,secondary,4,no
14328,48,"(47.0, 54.0]",retired,married,secondary,5,no
14329,48,"(47.0, 54.0]",management,married,tertiary,5,no
14330,35,"(33.0, 37.0]",blue-collar,single,primary,3,no
14331,36,"(33.0, 37.0]",management,married,tertiary,2,no
14332,59,"(54.0, 95.0]",retired,married,secondary,7,no
14333,43,"(41.0, 47.0]",blue-collar,single,tertiary,6,no
14334,36,"(33.0, 37.0]",management,married,tertiary,5,no
14335,34,"(33.0, 37.0]",services,single,secondary,5,no
14336,52,"(47.0, 54.0]",technician,married,tertiary,6,no
14337,60,"(54.0, 95.0]",management,divorced,primary,3,no
14338,32,"(30.0, 33.0]",technician,single,tertiary,4,no
14339,44,"(41.0, 47.0]",blue-collar,divorced,secondary,4,no
14340,36,"(33.0, 37.0]",entrepreneur,married,tertiary,6,no
14341,50,"(47.0, 54.0]",management,married,tertiary,5,no
14342,54,"(47.0, 54.0]",management,married,secondary,8,no
14343,32,"(30.0, 33.0]",admin.,married,secondary,4,no
14344,37,"(33.0, 37.0]",blue-collar,married,secondary,4,no
14345,37,"(33.0, 37.0]",housemaid,married,primary,6,no
14346,32,"(30.0, 33.0]",technician,married,secondary,5,no
14347,32,"(30.0, 33.0]",blue-collar,married,secondary,5,no
14348,28,"(17.999, 30.0]",technician,married,secondary,7,no
14349,33,"(30.0, 33.0]",blue-collar,married,secondary,3,no
14350,47,"(41.0, 47.0]",admin.,single,secondary,3,no
14351,50,"(47.0, 54.0]",blue-collar,married,primary,6,no
14352,53,"(47.0, 54.0]",retired,divorced,primary,3,no
14353,38,"(37.0, 41.0]",technician,married,secondary,6,yes
14354,54,"(47.0, 54.0]",services,married,secondary,4,no
14355,32,"(30.0, 33.0]",technician,married,tertiary,3,no
14356,37,"(33.0, 37.0]",entrepreneur,married,tertiary,5,no
14357,32,"(30.0, 33.0]",blue-collar,married,secondary,6,no
14358,54,"(47.0, 54.0]",admin.,divorced,unknown,4,no
14359,47,"(41.0, 47.0]",admin.,married,secondary,3,no
14360,42,"(41.0, 47.0]",services,divorced,unknown,3,no
14361,49,"(47.0, 54.0]",services,married,secondary,5,no
14362,45,"(41.0, 47.0]",technician,divorced,secondary,4,no
14363,44,"(41.0, 47.0]",blue-collar,married,primary,8,no
14364,34,"(33.0, 37.0]",entrepreneur,married,tertiary,4,yes
14365,34,"(33.0, 37.0]",management,married,tertiary,3,no
14366,49,"(47.0, 54.0]",services,married,primary,6,no
14367,42,"(41.0, 47.0]",services,married,secondary,4,no
14368,43,"(41.0, 47.0]",housemaid,married,primary,7,no
14369,40,"(37.0, 41.0]",blue-collar,single,primary,3,no
14370,41,"(37.0, 41.0]",management,married,tertiary,6,no
14371,47,"(41.0, 47.0]",management,divorced,tertiary,4,no
14372,43,"(41.0, 47.0]",blue-collar,divorced,primary,3,no
14373,35,"(33.0, 37.0]",services,single,secondary,5,no
14374,34,"(33.0, 37.0]",blue-collar,married,secondary,6,no
14375,50,"(47.0, 54.0]",management,married,tertiary,7,no
14376,52,"(47.0, 54.0]",self-employed,married,secondary,4,no
14377,32,"(30.0, 33.0]",management,married,tertiary,3,no
14378,50,"(47.0, 54.0]",technician,married,secondary,5,no
14379,40,"(37.0, 41.0]",blue-collar,married,secondary,6,no
14380,58,"(54.0, 95.0]",self-employed,married,tertiary,5,no
14381,40,"(37.0, 41.0]",blue-collar,married,unknown,3,no
14382,29,"(17.999, 30.0]",technician,married,unknown,5,no
14383,30,"(17.999, 30.0]",blue-collar,single,secondary,3,no
14384,50,"(47.0, 54.0]",technician,married,secondary,4,yes
14385,41,"(37.0, 41.0]",management,married,tertiary,7,no
14386,43,"(41.0, 47.0]",technician,single,secondary,5,no
14387,57,"(54.0, 95.0]",admin.,married,secondary,7,no
14388,45,"(41.0, 47.0]",technician,married,secondary,3,no
14389,42,"(41.0, 47.0]",management,married,tertiary,6,no
14390,53,"(47.0, 54.0]",management,married,tertiary,3,no
14391,49,"(47.0, 54.0]",management,married,tertiary,5,no
14392,27,"(17.999, 30.0]",admin.,married,secondary,5,no
14393,57,"(54.0, 95.0]",retired,married,secondary,5,no
14394,29,"(17.999, 30.0]",housemaid,married,secondary,4,no
14395,33,"(30.0, 33.0]",services,married,secondary,3,no
14396,43,"(41.0, 47.0]",unemployed,single,tertiary,6,no
14397,35,"(33.0, 37.0]",blue-collar,married,secondary,3,no
14398,43,"(41.0, 47.0]",admin.,married,tertiary,4,yes
14399,52,"(47.0, 54.0]",technician,divorced,secondary,6,no
14400,51,"(47.0, 54.0]",self-employed,married,tertiary,4,no
14401,31,"(30.0, 33.0]",technician,married,secondary,4,no
14402,31,"(30.0, 33.0]",management,married,tertiary,3,no
14403,39,"(37.0, 41.0]",entrepreneur,married,tertiary,3,no
14404,29,"(17.999, 30.0]",blue-collar,married,secondary,3,no
14405,57,"(54.0, 95.0]",technician,married,primary,6,no
14406,42,"(41.0, 47.0]",services,married,secondary,4,no
14407,35,"(33.0, 37.0]",admin.,divorced,secondary,3,no
14408,41,"(37.0, 41.0]",technician,married,secondary,3,no
14409,35,"(33.0, 37.0]",management,single,tertiary,4,no
14410,41,"(37.0, 41.0]",services,divorced,secondary,4,no
14411,30,"(17.999, 30.0]",blue-collar,single,secondary,6,no
14412,52,"(47.0, 54.0]",technician,married,secondary,5,no
14413,43,"(41.0, 47.0]",technician,married,primary,3,no
14414,37,"(33.0, 37.0]",technician,single,secondary,7,no
14415,57,"(54.0, 95.0]",retired,divorced,secondary,4,no
14416,47,"(41.0, 47.0]",technician,married,secondary,4,no
14417,43,"(41.0, 47.0]",services,married,secondary,7,no
14418,54,"(47.0, 54.0]",retired,married,secondary,5,no
14419,54,"(47.0, 54.0]",retired,divorced,primary,5,no
14420,39,"(37.0, 41.0]",services,married,secondary,6,no
14421,37,"(33.0, 37.0]",technician,married,secondary,6,no
14422,33,"(30.0, 33.0]",admin.,single,secondary,4,no
14423,44,"(41.0, 47.0]",admin.,divorced,secondary,4,yes
14424,45,"(41.0, 47.0]",technician,single,secondary,6,no
14425,35,"(33.0, 37.0]",technician,married,secondary,4,no
14426,53,"(47.0, 54.0]",blue-collar,married,secondary,7,no
14427,33,"(30.0, 33.0]",admin.,single,secondary,3,no
14428,53,"(47.0, 54.0]",technician,single,tertiary,5,no
14429,39,"(37.0, 41.0]",housemaid,married,primary,4,no
14430,33,"(30.0, 33.0]",services,married,primary,5,no
14431,53,"(47.0, 54.0]",management,divorced,tertiary,3,no
14432,40,"(37.0, 41.0]",services,divorced,secondary,5,no
14433,40,"(37.0, 41.0]",management,married,tertiary,4,no
14434,51,"(47.0, 54.0]",management,divorced,tertiary,2,no
14435,41,"(37.0, 41.0]",technician,divorced,tertiary,5,no
14436,29,"(17.999, 30.0]",admin.,married,secondary,4,no
14437,35,"(33.0, 37.0]",housemaid,married,primary,3,no
14438,31,"(30.0, 33.0]",blue-collar,single,secondary,4,no
14439,34,"(33.0, 37.0]",blue-collar,married,primary,5,no
14440,43,"(41.0, 47.0]",technician,married,secondary,6,no
14441,55,"(54.0, 95.0]",admin.,married,secondary,4,no
14442,50,"(47.0, 54.0]",technician,married,secondary,7,no
14443,43,"(41.0, 47.0]",blue-collar,single,secondary,6,no
14444,39,"(37.0, 41.0]",admin.,married,secondary,5,no
14445,34,"(33.0, 37.0]",admin.,divorced,secondary,2,no
14446,58,"(54.0, 95.0]",technician,single,secondary,5,no
14447,28,"(17.999, 30.0]",management,divorced,secondary,3,no
14448,53,"(47.0, 54.0]",blue-collar,married,secondary,3,no
14449,30,"(17.999, 30.0]",technician,married,secondary,3,no
14450,51,"(47.0, 54.0]",services,divorced,secondary,4,yes
14451,50,"(47.0, 54.0]",management,married,tertiary,5,no
14452,47,"(41.0, 47.0]",blue-collar,married,secondary,7,no
14453,55,"(54.0, 95.0]",entrepreneur,married,secondary,5,no
14454,52,"(47.0, 54.0]",admin.,married,primary,3,no
14455,31,"(30.0, 33.0]",management,married,tertiary,4,no
14456,31,"(30.0, 33.0]",technician,married,secondary,6,yes
14457,58,"(54.0, 95.0]",retired,married,primary,8,no
14458,32,"(30.0, 33.0]",technician,single,tertiary,5,no
14459,50,"(47.0, 54.0]",technician,married,secondary,2,no
14460,48,"(47.0, 54.0]",blue-collar,married,secondary,5,no
14461,57,"(54.0, 95.0]",technician,divorced,secondary,3,no
14462,35,"(33.0, 37.0]",technician,married,secondary,3,no
14463,31,"(30.0, 33.0]",technician,married,secondary,4,no
14464,32,"(30.0, 33.0]",admin.,married,secondary,7,no
14465,36,"(33.0, 37.0]",housemaid,married,primary,7,no
14466,40,"(37.0, 41.0]",management,married,primary,4,no
14467,42,"(41.0, 47.0]",admin.,divorced,secondary,3,no
14468,51,"(47.0, 54.0]",technician,divorced,secondary,3,no
14469,36,"(33.0, 37.0]",blue-collar,married,primary,6,no
14470,39,"(37.0, 41.0]",blue-collar,married,secondary,5,no
14471,39,"(37.0, 41.0]",blue-collar,married,secondary,4,no
14472,47,"(41.0, 47.0]",entrepreneur,married,tertiary,8,no
14473,36,"(33.0, 37.0]",management,single,primary,5,no
14474,37,"(33.0, 37.0]",admin.,married,secondary,3,no
14475,37,"(33.0, 37.0]",services,married,secondary,3,no
14476,59,"(54.0, 95.0]",blue-collar,married,primary,3,no
14477,36,"(33.0, 37.0]",blue-collar,married,primary,4,no
14478,31,"(30.0, 33.0]",admin.,married,secondary,5,no
14479,48,"(47.0, 54.0]",housemaid,divorced,secondary,3,no
14480,46,"(41.0, 47.0]",blue-collar,married,secondary,4,no
14481,29,"(17.999, 30.0]",services,single,secondary,5,no
14482,36,"(33.0, 37.0]",blue-collar,married,secondary,3,no
14483,49,"(47.0, 54.0]",technician,married,secondary,4,no
14484,39,"(37.0, 41.0]",technician,married,tertiary,3,yes
14485,38,"(37.0, 41.0]",blue-collar,single,tertiary,4,no
14486,43,"(41.0, 47.0]",self-employed,married,secondary,6,no
14487,33,"(30.0, 33.0]",admin.,married,secondary,6,no
14488,33,"(30.0, 33.0]",technician,married,tertiary,4,no
14489,36,"(33.0, 37.0]",blue-collar,married,secondary,3,no
14490,34,"(33.0, 37.0]",services,married,secondary,3,no
14491,27,"(17.999, 30.0]",admin.,divorced,secondary,3,no
14492,40,"(37.0, 41.0]",admin.,married,secondary,4,no
14493,44,"(41.0, 47.0]",housemaid,married,primary,4,no
14494,29,"(17.999, 30.0]",technician,married,secondary,6,no
14495,38,"(37.0, 41.0]",admin.,married,secondary,4,no
14496,27,"(17.999, 30.0]",blue-collar,divorced,secondary,3,no
14497,30,"(17.999, 30.0]",entrepreneur,single,secondary,6,no
14498,35,"(33.0, 37.0]",technician,divorced,secondary,3,no
14499,55,"(54.0, 95.0]",blue-collar,married,primary,5,no
14500,29,"(17.999, 30.0]",blue-collar,married,secondary,7,no
14501,44,"(41.0, 47.0]",management,married,tertiary,4,no
14502,35,"(33.0, 37.0]",services,married,secondary,6,no
14503,47,"(41.0, 47.0]",management,married,primary,5,no
14504,51,"(47.0, 54.0]",technician,married,tertiary,6,no
14505,48,"(47.0, 54.0]",blue-collar,single,secondary,5,no
14506,28,"(17.999, 30.0]",admin.,married,secondary,2,no
14507,52,"(47.0, 54.0]",blue-collar,divorced,secondary,3,no
14508,41,"(37.0, 41.0]",blue-collar,married,secondary,5,no
14509,40,"(37.0, 41.0]",blue-collar,divorced,secondary,3,no
14510,29,"(17.999, 30.0]",admin.,married,secondary,3,no
14511,52,"(47.0, 54.0]",management,married,tertiary,4,no
14512,37,"(33.0, 37.0]",technician,married,secondary,2,no
14513,56,"(54.0, 95.0]",management,married,tertiary,6,no
14514,58,"(54.0, 95.0]",blue-collar,married,secondary,7,no
14515,34,"(33.0, 37.0]",services,married,secondary,3,no
14516,59,"(54.0, 95.0]",housemaid,married,primary,4,no
14517,33,"(30.0, 33.0]",entrepreneur,married,secondary,4,no
14518,42,"(41.0, 47.0]",entrepreneur,married,secondary,5,no
14519,59,"(54.0, 95.0]",management,married,tertiary,5,yes
14520,30,"(17.999, 30.0]",management,single,tertiary,4,no
14521,51,"(47.0, 54.0]",housemaid,married,primary,5,no
14522,37,"(33.0, 37.0]",blue-collar,married,secondary,3,no
14523,42,"(41.0, 47.0]",technician,married,secondary,6,no
14524,40,"(37.0, 41.0]",admin.,married,tertiary,3,no
14525,52,"(47.0, 54.0]",technician,married,unknown,5,no
14526,29,"(17.999, 30.0]",entrepreneur,married,secondary,6,no
14527,37,"(33.0, 37.0]",retired,divorced,secondary,5,no
14528,32,"(30.0, 33.0]",unemployed,divorced,primary,4,no
14529,42,"(41.0, 47.0]",blue-collar,married,secondary,3,no
14530,49,"(47.0, 54.0]",technician,divorced,secondary,4,no
14531,59,"(54.0, 95.0]",retired,married,secondary,6,no
14532,32,"(30.0, 33.0]",services,married,secondary,7,no
14533,43,"(41.0, 47.0]",management,married,tertiary,3,no
14534,39,"(37.0, 41.0]",services,married,secondary,7,no
14535,52,"(47.0, 54.0]",blue-collar,single,primary,4,no
14536,33,"(30.0, 33.0]",services,divorced,secondary,5,no
14537,60,"(54.0, 95.0]",retired,married,secondary,4,no
14538,35,"(33.0, 37.0]",management,divorced,tertiary,5,no
14539,47,"(41.0, 47.0]",admin.,married,secondary,3,no
14540,34,"(33.0, 37.0]",services,married,secondary,6,no
14541,31,"(30.0, 33.0]",blue-collar,married,secondary,3,no
14542,52,"(47.0, 54.0]",entrepreneur,married,secondary,2,no
14543,43,"(41.0, 47.0]",entrepreneur,married,secondary,5,no
14544,38,"(37.0, 41.0]",entrepreneur,married,tertiary,7,no
14545,35,"(33.0, 37.0]",blue-collar,single,secondary,7,no
14546,53,"(47.0, 54.0]",management,divorced,secondary,6,no
14547,34,"(33.0, 37.0]",housemaid,married,secondary,5,no
14548,34,"(33.0, 37.0]",technician,married,secondary,4,no
14549,41,"(37.0, 41.0]",blue-collar,married,unknown,5,no
14550,37,"(33.0, 37.0]",housemaid,married,primary,3,no
14551,61,"(54.0, 95.0]",retired,married,secondary,4,no
14552,45,"(41.0, 47.0]",technician,married,unknown,5,no
14553,50,"(47.0, 54.0]",blue-collar,married,secondary,3,no
14554,44,"(41.0, 47.0]",admin.,married,secondary,4,no
14555,59,"(54.0, 95.0]",retired,married,primary,3,no
14556,37,"(33.0, 37.0]",management,single,tertiary,5,no
14557,44,"(41.0, 47.0]",entrepreneur,married,tertiary,4,no
14558,38,"(37.0, 41.0]",self-employed,married,tertiary,3,no
14559,41,"(37.0, 41.0]",management,married,tertiary,3,no
14560,45,"(41.0, 47.0]",admin.,married,secondary,3,yes
14561,26,"(17.999, 30.0]",blue-collar,married,secondary,4,no
14562,25,"(17.999, 30.0]",services,single,secondary,5,yes
14563,33,"(30.0, 33.0]",services,divorced,unknown,5,no
14564,56,"(54.0, 95.0]",admin.,married,secondary,5,no
14565,29,"(17.999, 30.0]",housemaid,married,primary,3,no
14566,35,"(33.0, 37.0]",blue-collar,divorced,secondary,4,no
14567,59,"(54.0, 95.0]",blue-collar,divorced,secondary,3,no
14568,38,"(37.0, 41.0]",services,single,secondary,4,no
14569,58,"(54.0, 95.0]",management,married,tertiary,7,yes
14570,40,"(37.0, 41.0]",entrepreneur,single,secondary,3,no
14571,37,"(33.0, 37.0]",management,married,tertiary,6,no
14572,48,"(47.0, 54.0]",management,married,tertiary,4,no
14573,41,"(37.0, 41.0]",technician,married,secondary,6,no
14574,42,"(41.0, 47.0]",management,married,tertiary,6,no
14575,26,"(17.999, 30.0]",services,married,secondary,3,no
14576,51,"(47.0, 54.0]",retired,married,secondary,5,no
14577,60,"(54.0, 95.0]",retired,married,secondary,6,no
14578,41,"(37.0, 41.0]",housemaid,married,secondary,2,no
14579,40,"(37.0, 41.0]",entrepreneur,married,secondary,3,no
14580,46,"(41.0, 47.0]",services,married,secondary,4,no
14581,43,"(41.0, 47.0]",admin.,married,secondary,4,no
14582,42,"(41.0, 47.0]",management,married,tertiary,3,no
14583,31,"(30.0, 33.0]",admin.,married,secondary,4,no
14584,56,"(54.0, 95.0]",unemployed,divorced,primary,5,no
14585,29,"(17.999, 30.0]",technician,married,unknown,4,no
14586,32,"(30.0, 33.0]",management,single,tertiary,6,no
14587,51,"(47.0, 54.0]",self-employed,married,tertiary,5,no
14588,60,"(54.0, 95.0]",management,divorced,tertiary,2,no
14589,53,"(47.0, 54.0]",blue-collar,married,secondary,3,no
14590,34,"(33.0, 37.0]",blue-collar,married,secondary,5,no
14591,30,"(17.999, 30.0]",entrepreneur,married,primary,7,yes
14592,31,"(30.0, 33.0]",management,married,tertiary,5,no
14593,42,"(41.0, 47.0]",blue-collar,single,secondary,3,no
14594,42,"(41.0, 47.0]",admin.,married,secondary,2,no
14595,43,"(41.0, 47.0]",management,married,tertiary,5,no
14596,54,"(47.0, 54.0]",retired,divorced,secondary,3,no
14597,57,"(54.0, 95.0]",technician,married,secondary,5,no
14598,38,"(37.0, 41.0]",management,married,tertiary,4,no
14599,27,"(17.999, 30.0]",unemployed,married,secondary,7,no
14600,53,"(47.0, 54.0]",blue-collar,married,primary,8,no
14601,46,"(41.0, 47.0]",technician,married,secondary,6,no
14602,29,"(17.999, 30.0]",blue-collar,married,secondary,4,no
14603,53,"(47.0, 54.0]",retired,married,secondary,6,no
14604,42,"(41.0, 47.0]",management,married,tertiary,3,no
14605,53,"(47.0, 54.0]",blue-collar,married,primary,4,no
14606,36,"(33.0, 37.0]",services,married,secondary,2,no
14607,36,"(33.0, 37.0]",housemaid,married,secondary,3,no
14608,36,"(33.0, 37.0]",management,single,tertiary,5,no
14609,57,"(54.0, 95.0]",admin.,married,secondary,6,no
14610,33,"(30.0, 33.0]",technician,married,tertiary,2,no
14611,58,"(54.0, 95.0]",technician,married,secondary,3,no
14612,47,"(41.0, 47.0]",blue-collar,married,primary,5,no
14613,47,"(41.0, 47.0]",management,divorced,tertiary,6,no
14614,40,"(37.0, 41.0]",blue-collar,married,secondary,5,no
14615,41,"(37.0, 41.0]",technician,married,secondary,6,no
14616,34,"(33.0, 37.0]",services,married,secondary,4,no
14617,45,"(41.0, 47.0]",self-employed,married,tertiary,2,no
14618,31,"(30.0, 33.0]",blue-collar,married,secondary,3,no
14619,34,"(33.0, 37.0]",blue-collar,single,primary,3,yes
14620,47,"(41.0, 47.0]",housemaid,married,primary,3,no
14621,25,"(17.999, 30.0]",services,single,secondary,4,no
14622,46,"(41.0, 47.0]",management,married,tertiary,5,no
14623,42,"(41.0, 47.0]",blue-collar,married,secondary,4,no
14624,48,"(47.0, 54.0]",blue-collar,married,secondary,6,no
14625,37,"(33.0, 37.0]",admin.,married,secondary,3,no
14626,29,"(17.999, 30.0]",management,married,tertiary,2,no
14627,32,"(30.0, 33.0]",self-employed,married,secondary,3,no
14628,57,"(54.0, 95.0]",retired,married,primary,6,no
14629,34,"(33.0, 37.0]",management,married,tertiary,3,no
14630,47,"(41.0, 47.0]",blue-collar,married,primary,5,no
14631,47,"(41.0, 47.0]",management,single,tertiary,6,no
14632,28,"(17.999, 30.0]",student,married,tertiary,4,no
14633,41,"(37.0, 41.0]",technician,married,secondary,7,no
14634,34,"(33.0, 37.0]",technician,married,secondary,3,no
14635,36,"(33.0, 37.0]",blue-collar,married,secondary,4,no
14636,44,"(41.0, 47.0]",admin.,divorced,secondary,7,no
14637,43,"(41.0, 47.0]",management,single,tertiary,7,no
14638,45,"(41.0, 47.0]",blue-collar,divorced,primary,4,yes
14639,52,"(47.0, 54.0]",self-employed,single,primary,4,no
14640,27,"(17.999, 30.0]",services,single,secondary,7,no
14641,27,"(17.999, 30.0]",technician,single,unknown,5,no
14642,28,"(17.999, 30.0]",unemployed,single,secondary,4,no
14643,51,"(47.0, 54.0]",services,divorced,secondary,4,yes
14644,29,"(17.999, 30.0]",services,single,secondary,5,no
14645,60,"(54.0, 95.0]",retired,married,secondary,6,yes
14646,39,"(37.0, 41.0]",blue-collar,married,secondary,3,no
14647,46,"(41.0, 47.0]",blue-collar,married,primary,4,no
14648,32,"(30.0, 33.0]",management,divorced,tertiary,4,yes
14649,51,"(47.0, 54.0]",entrepreneur,married,secondary,3,yes
14650,37,"(33.0, 37.0]",unemployed,single,secondary,6,no
14651,59,"(54.0, 95.0]",housemaid,divorced,secondary,5,no
14652,36,"(33.0, 37.0]",management,married,tertiary,4,no
14653,33,"(30.0, 33.0]",student,single,tertiary,5,no
14654,45,"(41.0, 47.0]",services,married,secondary,4,no
